tag,sample_id,stable_prompt_id,blocks_after_capture,novel_triples_after_capture,new_gold_triples_after_capture,new_gold_pairs_after_capture,gold_pairs_covered_at_capture,gold_pairs_total
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:48:0,48,398,0,0,0,5,80
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:48:2,48,325,0,0,0,4,80
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:48:3,48,520,0,0,0,1,80
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:48:4,48,402,0,0,0,6,80
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:48:5,48,390,0,0,0,5,80
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:48:6,48,409,0,0,0,6,80
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:49:5,49,259,0,0,0,7,51
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:50:5,50,474,0,0,0,23,70
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:50:7,50,9,0,0,0,28,70
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:51:5,51,346,0,0,0,42,120
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:51:7,51,470,0,0,0,51,120
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:52:5,52,297,0,0,0,12,26
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:52:6,52,314,0,0,0,6,26
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:52:7,52,455,0,0,0,8,26
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:53:3,53,3,0,0,0,46,86
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:53:4,53,472,0,0,0,37,86
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:53:7,53,9,0,0,0,44,86
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:54:0,54,379,0,0,0,3,16
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:54:2,54,396,0,0,0,3,16
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:54:4,54,486,0,0,0,3,16
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:54:7,54,410,0,0,0,2,16
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:55:1,55,342,0,0,0,15,44
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:55:2,55,548,0,0,0,10,44
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:55:3,55,7,0,0,0,16,44
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:55:5,55,506,0,0,0,7,44
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:55:7,55,564,0,0,0,12,44
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:58:6,58,423,0,0,0,13,49
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:0,60,413,0,0,0,17,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:1,60,70,16,0,7,19,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:2,60,24,0,0,0,24,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:3,60,286,0,0,0,15,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:4,60,481,0,0,0,14,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:5,60,347,0,0,0,17,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:60:7,60,4,4,0,1,20,95
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:61:5,61,7,0,0,0,46,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:63:4,63,440,0,0,0,10,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:63:7,63,486,0,0,0,12,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:0,64,403,0,0,0,11,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:1,64,306,0,0,0,6,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:2,64,252,0,0,0,7,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:3,64,2,0,0,0,10,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:4,64,325,0,0,0,4,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:6,64,285,0,0,0,9,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:64:7,64,335,0,0,0,9,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:65:5,65,379,0,0,0,18,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:66:3,66,358,0,0,0,22,65
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:0,67,489,0,0,0,1,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:1,67,508,0,0,0,3,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:2,67,351,0,0,0,1,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:3,67,518,0,0,0,6,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:4,67,498,0,0,0,1,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:5,67,378,0,0,0,2,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:6,67,386,0,0,0,2,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:67:7,67,330,0,0,0,7,78
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:68:0,68,488,0,0,0,33,82
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:68:2,68,370,0,0,0,34,82
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:68:3,68,526,0,0,0,20,82
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:68:5,68,413,0,0,0,33,82
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:68:6,68,26,6,0,0,32,82
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:68:7,68,5,0,0,0,30,82
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:69:1,69,383,0,0,0,19,62
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:69:3,69,367,0,0,0,20,62
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:69:4,69,393,0,0,0,19,62
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:69:6,69,412,0,0,0,36,62
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:0,70,464,0,0,0,5,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:1,70,332,0,0,0,21,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:2,70,398,0,0,0,17,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:3,70,269,0,0,0,9,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:4,70,364,0,0,0,15,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:5,70,297,0,0,0,23,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:70:6,70,364,0,0,0,21,115
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:72:6,72,119,0,0,0,30,74
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:73:0,73,6,0,0,0,17,38
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:73:7,73,13,0,0,0,20,38
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:74:0,74,357,0,0,0,7,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:74:1,74,230,0,0,0,15,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:74:3,74,250,0,0,0,8,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:74:4,74,217,0,0,0,8,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:74:6,74,248,0,0,0,6,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:74:7,74,279,0,0,0,6,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:75:0,75,340,0,0,0,4,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:75:3,75,373,0,0,0,11,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:75:4,75,95,50,1,3,9,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:75:5,75,450,0,0,0,5,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:75:6,75,2,0,0,0,14,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:75:7,75,443,0,0,0,10,59
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:76:1,76,32,0,0,0,3,39
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:76:3,76,5,0,0,0,4,39
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:76:6,76,4,0,0,0,4,39
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:76:7,76,58,0,0,0,11,39
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:77:0,77,19,0,0,0,2,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:77:1,77,252,0,0,0,21,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:77:2,77,28,0,0,0,1,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:77:5,77,236,0,0,0,3,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:77:6,77,172,0,0,0,1,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:77:7,77,284,0,0,0,10,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:78:1,78,26,26,0,0,18,77
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:78:4,78,10,0,0,0,4,77
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:78:5,78,11,0,0,0,16,77
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:80:0,80,444,0,0,0,8,24
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:81:0,81,48,0,0,0,32,110
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:81:1,81,372,0,0,0,15,110
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:81:3,81,40,0,0,0,27,110
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:81:5,81,427,0,0,0,40,110
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:81:6,81,386,0,0,0,15,110
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:81:7,81,141,69,0,22,44,110
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:82:5,82,348,0,0,0,19,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:82:7,82,84,75,1,8,21,56
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:83:2,83,323,66,0,1,4,91
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:83:3,83,0,0,0,0,7,91
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:83:4,83,415,0,0,0,7,91
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:83:6,83,393,0,0,0,5,91
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:83:7,83,403,54,0,3,4,91
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:85:2,85,0,0,0,0,18,61
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:85:4,85,338,0,0,0,10,61
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:85:6,85,360,3,0,0,7,61
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:85:7,85,0,0,0,0,6,61
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:86:3,86,0,0,0,0,19,45
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:0,87,378,0,0,0,7,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:1,87,473,0,0,0,9,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:2,87,405,0,0,0,9,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:4,87,392,0,0,0,8,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:5,87,449,0,0,0,7,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:6,87,505,0,0,0,9,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:87:7,87,399,0,0,0,4,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:88:1,88,0,0,0,0,21,42
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:88:4,88,426,0,0,0,9,42
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:89:1,89,382,0,0,0,31,74
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:89:2,89,416,0,0,0,20,74
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:89:4,89,405,0,0,0,30,74
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:89:5,89,349,0,0,0,28,74
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:89:6,89,1,0,0,0,26,74
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:90:3,90,319,0,0,0,27,43
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:91:3,91,441,0,0,0,26,70
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:91:4,91,485,30,0,3,26,70
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:91:7,91,276,0,0,0,24,70
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:93:0,93,13,0,0,0,16,47
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:93:2,93,427,0,0,0,16,47
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:93:3,93,0,0,0,0,18,47
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:93:6,93,544,0,0,0,19,47
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:93:7,93,490,0,0,0,8,47
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:94:0,94,19,0,0,0,13,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:94:1,94,0,0,0,0,11,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:94:2,94,121,0,0,0,10,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:94:5,94,221,0,0,0,14,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:94:7,94,353,0,0,0,12,55
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:95:6,95,479,0,0,0,15,51
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:95:7,95,488,0,0,0,12,51
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:96:7,96,7,0,0,0,23,40
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:97:0,97,0,0,0,0,8,33
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:103:6,103,356,0,0,0,21,47
qwen3-4b-keep4-s42,qwen3-4b-keep4-s42:103:7,103,380,0,0,0,28,47
