tag,sample_id,stable_prompt_id,blocks_after_capture,novel_triples_after_capture,new_gold_triples_after_capture,new_gold_pairs_after_capture,gold_pairs_covered_at_capture,gold_pairs_total
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:67:3,67,0,0,0,0,2,78
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:67:4,67,0,0,0,0,1,78
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:67:6,67,552,0,0,0,2,78
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:67:7,67,1,0,0,0,3,78
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:69:0,69,15,0,0,0,11,62
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:69:4,69,6,0,0,0,24,62
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:70:7,70,10,0,0,0,16,115
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:74:6,74,1,0,0,0,7,45
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:74:7,74,0,0,0,0,6,45
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:76:2,76,3,0,0,0,0,39
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:77:5,77,278,0,0,0,12,55
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:81:5,81,23,0,0,0,14,110
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:82:3,82,4,0,0,0,18,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:82:4,82,18,0,0,0,23,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:83:7,83,0,0,0,0,8,91
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:85:2,85,0,0,0,0,6,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:91:7,91,489,0,0,0,20,70
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:93:6,93,0,0,0,0,21,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:94:1,94,318,5,0,0,14,55
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:102:1,102,1,0,0,0,20,68
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:113:3,113,432,0,0,0,2,9
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:113:6,113,326,0,0,0,2,9
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:113:7,113,269,0,0,0,2,9
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:117:2,117,3,0,0,0,3,41
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:117:6,117,22,0,0,0,7,41
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:118:2,118,11,0,0,0,4,60
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:119:2,119,0,0,0,0,16,86
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:119:4,119,1,0,0,0,10,86
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:0,123,314,0,0,0,20,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:1,123,220,0,0,0,21,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:2,123,313,0,0,0,11,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:3,123,186,0,0,0,23,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:4,123,30,0,0,0,26,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:5,123,14,0,0,0,41,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:123:6,123,15,0,0,0,23,112
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:132:2,132,363,0,0,0,8,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:132:3,132,3,0,0,0,10,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:132:5,132,19,0,0,0,6,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:132:7,132,15,0,0,0,8,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:0,134,3,0,0,0,25,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:1,134,2,0,0,0,23,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:2,134,282,0,0,0,19,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:3,134,334,0,0,0,14,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:4,134,286,0,0,0,16,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:6,134,308,0,0,0,17,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:134:7,134,0,0,0,0,25,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:147:0,147,1,0,0,0,29,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:147:1,147,5,0,0,0,26,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:147:4,147,1,0,0,0,28,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:147:5,147,2,0,0,0,25,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:147:7,147,6,0,0,0,28,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:151:5,151,436,0,0,0,16,35
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:153:1,153,9,0,0,0,14,98
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:160:1,160,5,0,0,0,8,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:161:1,161,7,0,0,0,10,51
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:167:0,167,3,0,0,0,6,43
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:167:1,167,476,0,0,0,8,43
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:167:4,167,451,0,0,0,6,43
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:167:6,167,3,0,0,0,6,43
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:171:0,171,11,0,0,0,13,63
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:171:3,171,2,0,0,0,24,63
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:179:2,179,4,0,0,0,12,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:179:3,179,18,0,0,0,3,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:186:6,186,1,0,0,0,4,26
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:195:1,195,0,0,0,0,27,74
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:201:1,201,4,0,0,0,9,34
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:201:7,201,0,0,0,0,17,34
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:204:6,204,2,0,0,0,31,108
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:207:4,207,2,0,0,0,3,65
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:210:4,210,0,0,0,0,20,43
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:219:0,219,1,0,0,0,2,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:219:3,219,12,0,0,0,2,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:219:4,219,8,0,0,0,4,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:231:2,231,0,0,0,0,22,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:233:0,233,19,5,0,2,42,95
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:233:1,233,72,0,0,0,43,95
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:238:1,238,0,0,0,0,12,42
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:238:2,238,0,0,0,0,14,42
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:238:6,238,12,0,0,0,15,42
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:253:0,253,17,0,0,0,8,44
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:258:3,258,1,0,0,0,24,38
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:259:2,259,4,0,0,0,12,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:264:7,264,9,0,0,0,12,49
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:268:2,268,9,0,0,0,8,22
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:268:3,268,13,0,0,0,9,22
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:272:5,272,530,0,0,0,11,55
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:283:0,283,431,0,0,0,21,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:291:1,291,0,0,0,0,13,44
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:298:0,298,49,0,0,0,36,79
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:298:2,298,253,0,0,0,29,79
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:298:3,298,111,0,0,0,38,79
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:298:4,298,303,0,0,0,40,79
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:298:7,298,337,0,0,0,47,79
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:302:3,302,488,0,0,0,7,76
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:302:6,302,0,0,0,0,13,76
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:315:0,315,0,0,0,0,20,49
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:323:7,323,0,0,0,0,17,22
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:325:1,325,13,0,0,0,8,30
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:325:5,325,323,0,0,0,4,30
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:329:5,329,30,0,0,0,17,58
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:334:3,334,3,0,0,0,3,58
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:335:0,335,5,0,0,0,11,28
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:343:2,343,1,0,0,0,9,57
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:344:0,344,6,0,0,0,24,72
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:348:2,348,0,0,0,0,1,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:348:5,348,0,0,0,0,13,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:349:3,349,23,0,0,0,6,38
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:353:0,353,316,0,0,0,15,26
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:353:1,353,2,0,0,0,15,26
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:353:2,353,0,0,0,0,14,26
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:353:6,353,5,0,0,0,17,26
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:353:7,353,1,0,0,0,15,26
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:354:0,354,58,0,0,0,8,37
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:354:4,354,0,0,0,0,16,37
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:354:6,354,22,0,0,0,16,37
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:355:0,355,0,0,0,0,8,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:363:0,363,432,0,0,0,25,73
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:369:1,369,39,0,0,0,8,36
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:369:7,369,476,0,0,0,7,36
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:374:2,374,0,0,0,0,1,21
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:374:3,374,9,0,0,0,2,21
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:376:1,376,2,0,0,0,9,69
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:376:3,376,2,0,0,0,9,69
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:380:0,380,1,0,0,0,12,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:380:1,380,572,0,0,0,17,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:380:3,380,0,0,0,0,17,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:380:4,380,475,0,0,0,15,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:384:3,384,2,0,0,0,11,48
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:391:5,391,0,0,0,0,10,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:399:0,399,381,0,0,0,3,42
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:399:4,399,1,0,0,0,6,42
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:405:1,405,4,0,0,0,11,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:405:2,405,10,0,0,0,9,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:405:4,405,538,0,0,0,15,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:407:1,407,6,0,0,0,21,43
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:409:1,409,10,0,0,0,7,41
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:409:3,409,0,0,0,0,2,41
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:409:7,409,3,0,0,0,4,41
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:418:5,418,0,0,0,0,6,31
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:420:1,420,0,0,0,0,30,77
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:420:7,420,318,0,0,0,23,77
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:425:1,425,16,0,0,0,12,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:426:5,426,7,0,0,0,6,54
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:432:1,432,2,0,0,0,7,46
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:434:4,434,3,0,0,0,10,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:441:3,441,0,0,0,0,22,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:442:3,442,0,0,0,0,21,30
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:446:5,446,2,0,0,0,21,33
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:446:7,446,9,0,0,0,19,33
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:448:7,448,252,0,0,0,8,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:457:7,457,0,0,0,0,4,33
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:458:1,458,0,0,0,0,10,34
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:458:2,458,8,0,0,0,8,34
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:458:5,458,544,0,0,0,10,34
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:458:6,458,402,0,0,0,8,34
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:459:5,459,10,0,0,0,5,68
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:459:6,459,16,0,0,0,17,68
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:471:5,471,0,0,0,0,6,39
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:472:1,472,10,0,0,0,4,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:472:7,472,11,0,0,0,9,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:475:0,475,8,0,0,0,7,27
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:475:2,475,466,0,0,0,5,27
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:475:3,475,3,0,0,0,9,27
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:475:7,475,9,0,0,0,7,27
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:479:6,479,504,0,0,0,8,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:479:7,479,2,0,0,0,17,53
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:489:4,489,0,0,0,0,4,59
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:491:0,491,17,0,0,0,11,39
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:496:3,496,349,0,0,0,5,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:497:4,497,305,0,0,0,22,71
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:499:5,499,1,0,0,0,23,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:499:7,499,0,0,0,0,9,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:506:2,506,426,0,0,0,6,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:508:1,508,607,0,0,0,30,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:508:5,508,10,0,0,0,24,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:508:6,508,6,0,0,0,35,61
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:510:2,510,20,8,0,0,2,30
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:510:5,510,5,0,0,0,3,30
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:510:6,510,18,0,0,0,5,30
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:513:0,513,10,0,0,0,24,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:513:4,513,10,0,0,0,19,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:519:3,519,5,0,0,0,3,20
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:519:5,519,0,0,0,0,4,20
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:521:2,521,0,0,0,0,12,74
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:521:4,521,2,0,0,0,9,74
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:521:7,521,0,0,0,0,10,74
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:531:6,531,449,0,0,0,5,91
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:540:7,540,15,0,0,0,42,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:541:2,541,1,0,0,0,14,35
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:547:0,547,372,0,0,0,12,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:548:3,548,7,0,0,0,5,47
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:550:0,550,9,0,0,0,31,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:550:3,550,28,0,0,0,41,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:553:1,553,12,0,0,0,25,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:553:2,553,0,0,0,0,13,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:553:3,553,1,0,0,0,17,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:553:5,553,19,0,0,0,12,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:553:6,553,3,0,0,0,11,52
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:568:1,568,12,0,0,0,3,35
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:573:4,573,9,0,0,0,5,101
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:576:2,576,68,0,0,0,8,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:576:3,576,38,0,0,0,10,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:576:5,576,0,0,0,0,13,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:576:7,576,416,0,0,0,12,83
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:589:7,589,0,0,0,0,12,51
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:591:0,591,5,0,0,0,4,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:591:6,591,20,0,0,0,3,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:592:0,592,8,0,0,0,16,71
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:592:5,592,1,0,0,0,19,71
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:604:0,604,0,0,0,0,58,126
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:604:1,604,0,0,0,0,34,126
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:605:0,605,46,35,0,11,27,102
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:605:2,605,5,0,0,0,9,102
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:605:3,605,1,0,0,0,9,102
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:605:4,605,17,0,0,0,2,102
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:605:7,605,13,0,0,0,21,102
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:609:1,609,2,0,0,0,28,84
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:613:5,613,18,0,0,0,13,64
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:620:0,620,0,0,0,0,25,67
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:623:7,623,16,0,0,0,13,46
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:626:5,626,2,0,0,0,37,56
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:628:5,628,3,0,0,0,14,28
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:632:0,632,423,0,0,0,10,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:632:3,632,19,0,0,0,10,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:632:4,632,8,0,0,0,10,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:632:5,632,9,0,0,0,8,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:632:6,632,32,0,0,0,14,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:632:7,632,332,0,0,0,11,40
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:633:2,633,2,0,0,0,2,22
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:634:2,634,21,0,0,0,21,46
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:634:3,634,6,0,0,0,23,46
qwen3-4b-generic-noise-s42,qwen3-4b-generic-noise-s42:639:1,639,4,0,0,0,21,50
